fever,headache,cough,sore_throat,fatigue,diarrhea,vomiting,rash,joint_pain,muscle_pain,chest_pain,shortness_of_breath,abdominal_pain,weight_loss,night_sweats,nausea,dizziness,disease
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,Malaria
1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,COVID-19
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Asthma
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,COVID-19
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,Malaria
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Asthma
1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hypertension
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hypertension
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,COVID-19
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,COVID-19
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Malaria
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hypertension
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Asthma
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Malaria
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Diabetes Mellitus
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Malaria
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Asthma
1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Diabetes Mellitus
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,Malaria
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,Malaria
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Asthma
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hypertension
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,Malaria
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,Malaria
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Malaria
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,Malaria
1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Asthma
1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,Malaria
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hypertension
0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,COVID-19
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Malaria
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,COVID-19
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Asthma
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Cholera
1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,Malaria
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,Malaria
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Asthma
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Cholera
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Malaria
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Malaria
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,Malaria
1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,COVID-19
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Cholera
1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Malaria
1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,Malaria
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Cholera
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,Malaria
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Asthma
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hypertension
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,COVID-19
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,COVID-19
1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,COVID-19
0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,COVID-19
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Malaria
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Diabetes Mellitus
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,COVID-19
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Cholera
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Malaria
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Malaria
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,COVID-19
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Malaria
1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,COVID-19
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,COVID-19
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Malaria
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Cholera
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Cholera
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hypertension
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hypertension
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,Malaria
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Cholera
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Asthma
1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Diabetes Mellitus
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Cholera
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Cholera
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Malaria
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,Malaria
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Malaria
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,Malaria
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Malaria
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,COVID-19
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Cholera
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Malaria
1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,Malaria
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Malaria
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Cholera
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,COVID-19
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Cholera
1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Malaria
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Malaria
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Malaria
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,COVID-19
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,Malaria
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hypertension
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Malaria
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,Malaria
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Cholera
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,Malaria
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,COVID-19
1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,Malaria
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Diabetes Mellitus
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Diabetes Mellitus
0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hypertension
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,Malaria
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,Malaria
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Diabetes Mellitus
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Malaria
1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,Malaria
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Malaria
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Diabetes Mellitus
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Malaria
0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Malaria
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,Malaria
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,COVID-19
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Malaria
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,COVID-19
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hypertension
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Asthma
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,Malaria
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,COVID-19
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,Malaria
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,Malaria
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Malaria
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Tuberculosis
1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Diabetes Mellitus
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Diabetes Mellitus
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Malaria
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hypertension
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Cholera
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,COVID-19
1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,COVID-19
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hypertension
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Asthma
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Diabetes Mellitus
1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Tuberculosis
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Cholera
